0,md5,,,网站名称,刊登频道名称,尺寸规范,区域,地域定向,频次控制,投放周期,特殊要求,版位定价(千人成本),总广告曝光(000'),总价,单位点击数,预估总广告点击数字 ,预计CTR,预计CPC,Nov.2018,,,,,,,,,,,Dec.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan.2019,,,,,,,,,
1,md5,,,Site,Channel,Video Length,Region,Geographical Direction,Frequency,Period,Specific Direction,Net Cost (CPM),Total Imp (000'),Total Net Cost,Unit Clicks,Ested Total Clicks ,Ested CTR,Ested CPC,2018-11-20,2018-11-21,2018-11-22,2018-11-23,2018-11-24,2018-11-25,2018-11-26,2018-11-27,2018-11-28,2018-11-29,2018-11-30,2018-12-1,2018-12-2,2018-12-3,2018-12-4,2018-12-5,2018-12-6,2018-12-7,2018-12-8,2018-12-9,2018-12-10,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-15,2018-12-16,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-22,2018-12-23,2018-12-24,2018-12-25,2018-12-26,2018-12-27,2018-12-28,2018-12-29,2018-12-30,2018-12-31,2019-1-1,2019-1-2,2019-1-3,2019-1-4,2019-1-5,2019-1-6,2019-1-7,2019-1-8,2019-1-9,2019-1-10
289,,4550,60,TENCENT VIDEO-PDB,开机画面,Pic-OpenScreen (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70,22,1540,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,,,,99999,,,,,,,,打包价Package:,65,4550,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,4464,61,TENCENT VIDEO-PDB,开机画面,Video-OpenScreen (PC),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,21,1512,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,,4464,61,TENCENT VIDEO-PDB,开机画面,Video-OpenScreen (PC),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,20,1440,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,,4464,61,TENCENT VIDEO-PDB,开机画面,Video-OpenScreen (PC),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,21,1512,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,,,,99999,,,,,,,,打包价Package:,62,4464,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,4464,62,TENCENT VIDEO-PDB,开机画面,Video-OpenScreen (Mobile),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,21,1512,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,,4464,62,TENCENT VIDEO-PDB,开机画面,Video-OpenScreen (Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,20,1440,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,,4464,62,TENCENT VIDEO-PDB,开机画面,Video-OpenScreen (Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,21,1512,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,,,,99999,,,,,,,,打包价Package:,62,4464,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,4464,63,TENCENT VIDEO-PDB,开机画面,Video-OpenScreen (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,21,1512,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,,4464,63,TENCENT VIDEO-PDB,开机画面,Video-OpenScreen (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,20,1440,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,,4464,63,TENCENT VIDEO-PDB,开机画面,Video-OpenScreen (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,21,1512,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,,,,99999,,,,,,,,打包价Package:,62,4464,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,4550,64,TENCENT VIDEO-PD,开机画面,Pic-OpenScreen (PC),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70,22,1540,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,,4550,64,TENCENT VIDEO-PD,开机画面,Pic-OpenScreen (PC),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70,21,1470,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,,4550,64,TENCENT VIDEO-PD,开机画面,Pic-OpenScreen (PC),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70,22,1540,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,,,,99999,,,,,,,,打包价Package:,65,4550,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,4550,65,TENCENT VIDEO-PD,开机画面,Pic-OpenScreen (Mobile),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70,22,1540,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,,4550,65,TENCENT VIDEO-PD,开机画面,Pic-OpenScreen (Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70,21,1470,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,,4550,65,TENCENT VIDEO-PD,开机画面,Pic-OpenScreen (Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70,22,1540,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,,,,99999,,,,,,,,打包价Package:,65,4550,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,4550,66,TENCENT VIDEO-PD,开机画面,Pic-OpenScreen (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70,22,1540,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,,4550,66,TENCENT VIDEO-PD,开机画面,Pic-OpenScreen (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70,21,1470,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,,4550,66,TENCENT VIDEO-PD,开机画面,Pic-OpenScreen (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70,22,1540,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,,,,99999,,,,,,,,打包价Package:,65,4550,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,4464,67,TENCENT VIDEO-PD,开机画面,Video-OpenScreen (PC),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,21,1512,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,,4464,67,TENCENT VIDEO-PD,开机画面,Video-OpenScreen (PC),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,20,1440,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,,4464,67,TENCENT VIDEO-PD,开机画面,Video-OpenScreen (PC),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,21,1512,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,,,,99999,,,,,,,,打包价Package:,62,4464,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,4464,68,TENCENT VIDEO-PD,开机画面,Video-OpenScreen (Mobile),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,21,1512,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,,4464,68,TENCENT VIDEO-PD,开机画面,Video-OpenScreen (Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,20,1440,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,,4464,68,TENCENT VIDEO-PD,开机画面,Video-OpenScreen (Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,21,1512,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,,,,99999,,,,,,,,打包价Package:,62,4464,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,4464,69,TENCENT VIDEO-PD,开机画面,Video-OpenScreen (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,21,1512,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,,4464,69,TENCENT VIDEO-PD,开机画面,Video-OpenScreen (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,20,1440,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,,4464,69,TENCENT VIDEO-PD,开机画面,Video-OpenScreen (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72,21,1512,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,,,,99999,,,,,,,,打包价Package:,62,4464,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,4615,70,TENCENT VIDEO-PDB,信息流,Pic-Feeds (PC),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71,22,1562,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,,4615,70,TENCENT VIDEO-PDB,信息流,Pic-Feeds (PC),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71,21,1491,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,,4615,70,TENCENT VIDEO-PDB,信息流,Pic-Feeds (PC),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71,22,1562,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,,,,99999,,,,,,,,打包价Package:,65,4615,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,4615,71,TENCENT VIDEO-PDB,信息流,Pic-Feeds (Mobile),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71,22,1562,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,,4615,71,TENCENT VIDEO-PDB,信息流,Pic-Feeds (Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71,21,1491,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,,4615,71,TENCENT VIDEO-PDB,信息流,Pic-Feeds (Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71,22,1562,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,,,,99999,,,,,,,,打包价Package:,65,4615,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,4615,72,TENCENT VIDEO-PDB,信息流,Pic-Feeds (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71,22,1562,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,,4615,72,TENCENT VIDEO-PDB,信息流,Pic-Feeds (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71,21,1491,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,,4615,72,TENCENT VIDEO-PDB,信息流,Pic-Feeds (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,71,22,1562,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,,,,99999,,,,,,,,打包价Package:,65,4615,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,4623,73,TENCENT VIDEO-PDB,信息流,Video-Feeds (PC),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69,23,1587,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
